T1-AntesDeConectar;T2-AposConectar
1520719169589;1520719172324

Contador;IniLoop;StreamSize;ResponseTime
1992;1520719887294;1993000;31
1993;1520719887614;1994000;39
1994;1520719887931;1995000;38
1995;1520719888253;1996000;32
1996;1520719888568;1997000;31
1997;1520719888892;1998000;34
1998;1520719889205;1999000;28
1999;1520719889521;2000000;37
2000;1520719889839;2001000;39
2001;1520719890155;2002000;37
2002;1520719890468;2003000;34
2003;1520719890781;2004000;35
2004;1520719891098;2005000;37
2005;1520719891411;2006000;33
2006;1520719891724;2007000;31
2007;1520719892038;2008000;35
2008;1520719892353;2009000;39
2009;1520719892666;2010000;29
2010;1520719892983;2011000;33
2011;1520719893295;2012000;33
2012;1520719893611;2013000;39
2013;1520719893924;2014000;34
2014;1520719894239;2015000;33
2015;1520719894552;2016000;36
2016;1520719894866;2017000;37
2017;1520719895183;2018000;37
2018;1520719895495;2019000;30
2019;1520719895810;2020000;36
2020;1520719896123;2021000;34
2021;1520719896439;2022000;32
2022;1520719896750;2023000;33
2023;1520719897064;2024000;37
2024;1520719897380;2025000;39
2025;1520719897692;2026000;35
2026;1520719898003;2027000;29
2027;1520719898317;2028000;35
2028;1520719898633;2029000;40
2029;1520719898948;2030000;33
2030;1520719899262;2031000;33
2031;1520719899576;2032000;37
2032;1520719899891;2033000;37
2033;1520719900203;2034000;35
2034;1520719900514;2035000;30
2035;1520719900831;2036000;37
2036;1520719901141;2037000;35
2037;1520719901452;2038000;35
2038;1520719901763;2039000;33
2039;1520719902073;2040000;36
2040;1520719902388;2041000;35
2041;1520719902701;2042000;39
2042;1520719903012;2043000;35
2043;1520719903324;2044000;35
2044;1520719903638;2045000;31
2045;1520719903950;2046000;36
2046;1520719904262;2047000;29
2047;1520719904575;2048000;31
2048;1520719904889;2049000;36
2049;1520719905202;2050000;33
2050;1520719905517;2051000;35
2051;1520719905828;2052000;31
2052;1520719906139;2053000;29
2053;1520719906451;2054000;38
2054;1520719906764;2055000;35
2055;1520719907074;2056000;34
2056;1520719907386;2057000;36
2057;1520719907699;2058000;34
2058;1520719908012;2059000;38
2059;1520719908324;2060000;31
2060;1520719908637;2061000;38
2061;1520719908951;2062000;36
2062;1520719909268;2063000;40
2063;1520719909579;2064000;35
2064;1520719909888;2065000;34
2065;1520719910199;2066000;35
2066;1520719910509;2067000;33
2067;1520719910821;2068000;33
2068;1520719911132;2069000;39
2069;1520719911450;2070000;40
2070;1520719911762;2071000;30
2071;1520719912072;2072000;35
2072;1520719912379;2073000;31
2073;1520719912692;2074000;38
2074;1520719913005;2075000;34
2075;1520719913318;2076000;35
2076;1520719913632;2077000;32
2077;1520719913949;2078000;42
2078;1520719914260;2079000;36
2079;1520719914575;2080000;40
2080;1520719914885;2081000;33
2081;1520719915201;2082000;38
2082;1520719915546;2083000;34
2083;1520719915860;2084000;36
2084;1520719916172;2085000;36
2085;1520719916486;2086000;39
2086;1520719916799;2087000;35
2087;1520719917113;2088000;36
2088;1520719917426;2089000;40
2089;1520719917736;2090000;34
2090;1520719918047;2091000;35
2091;1520719918360;2092000;37
2092;1520719918672;2093000;35
2093;1520719918986;2094000;43
2094;1520719919297;2095000;36
2095;1520719919606;2096000;38
2096;1520719919916;2097000;35
2097;1520719920228;2098000;36
2098;1520719920548;2099000;37
2099;1520719920859;2100000;33
2100;1520719921171;2101000;32
2101;1520719921481;2102000;34
2102;1520719921793;2103000;36
2103;1520719922102;2104000;34
2104;1520719922412;2105000;33
2105;1520719922720;2106000;35
2106;1520719923029;2107000;31
2107;1520719923341;2108000;37
2108;1520719923654;2109000;38
2109;1520719923961;2110000;34
2110;1520719924273;2111000;38
2111;1520719924585;2112000;36
2112;1520719924903;2113000;37
2113;1520719925213;2114000;36
2114;1520719925522;2115000;34
2115;1520719925834;2116000;36
2116;1520719926139;2117000;32
2117;1520719926453;2118000;37
2118;1520719926765;2119000;42
2119;1520719927077;2120000;37
2120;1520719927389;2121000;33
2121;1520719927699;2122000;35
2122;1520719928016;2123000;43
2123;1520719928325;2124000;36
2124;1520719928634;2125000;32
2125;1520719928943;2126000;36
2126;1520719929252;2127000;32
2127;1520719929563;2128000;40
2128;1520719929874;2129000;39
2129;1520719930183;2130000;32
2130;1520719930491;2131000;32
2131;1520719930800;2132000;32
2132;1520719931111;2133000;40
2133;1520719931422;2134000;35
2134;1520719931731;2135000;34
2135;1520719932044;2136000;34
2136;1520719932354;2137000;36
2137;1520719932665;2138000;37
2138;1520719932976;2139000;33
2139;1520719933285;2140000;36
2140;1520719933597;2141000;35
2141;1520719933907;2142000;39
2142;1520719934216;2143000;38
2143;1520719934522;2144000;35
2144;1520719934837;2145000;37
2145;1520719935142;2146000;34
2146;1520719935449;2147000;39
2147;1520719935757;2148000;35
2148;1520719936068;2149000;33
2149;1520719936375;2150000;38
2150;1520719936686;2151000;39
2151;1520719936993;2152000;31
2152;1520719937301;2153000;38
2153;1520719937611;2154000;31
2154;1520719937918;2155000;35
2155;1520719938226;2156000;37
2156;1520719938533;2157000;36
2157;1520719938838;2158000;30
2158;1520719939146;2159000;40
2159;1520719939455;2160000;37
2160;1520719939767;2161000;39
2161;1520719940078;2162000;38
2162;1520719940392;2163000;41
2163;1520719940700;2164000;36
2164;1520719941010;2165000;36
2165;1520719941319;2166000;40
2166;1520719941631;2167000;41
2167;1520719941939;2168000;36
2168;1520719942245;2169000;39
2169;1520719942553;2170000;37
2170;1520719942878;2171000;42
2171;1520719943186;2172000;39
2172;1520719943495;2173000;38
2173;1520719943802;2174000;36
2174;1520719944109;2175000;33
2175;1520719944419;2176000;37
2176;1520719944728;2177000;36
2177;1520719945037;2178000;37
2178;1520719945348;2179000;38
2179;1520719945657;2180000;37
2180;1520719945962;2181000;31
2181;1520719946266;2182000;37
2182;1520719946575;2183000;38
2183;1520719946887;2184000;41
2184;1520719947192;2185000;35
2185;1520719947502;2186000;37
2186;1520719947811;2187000;35
2187;1520719948116;2188000;35
2188;1520719948423;2189000;39
2189;1520719948729;2190000;38
2190;1520719949035;2191000;35
2191;1520719949338;2192000;35
2192;1520719949644;2193000;40
2193;1520719949954;2194000;37
2194;1520719950261;2195000;37
2195;1520719950568;2196000;35
2196;1520719950877;2197000;40
2197;1520719951185;2198000;40
2198;1520719951493;2199000;35
2199;1520719951801;2200000;40
2200;1520719952108;2201000;38
2201;1520719952418;2202000;39
2202;1520719952724;2203000;34
2203;1520719953033;2204000;38
2204;1520719953341;2205000;38
2205;1520719953650;2206000;35
2206;1520719953956;2207000;43
2207;1520719954270;2208000;47
2208;1520719954573;2209000;36
2209;1520719954882;2210000;41
2210;1520719955186;2211000;38
2211;1520719955493;2212000;38
2212;1520719955800;2213000;39
2213;1520719956108;2214000;41
2214;1520719956416;2215000;39
2215;1520719956727;2216000;37
2216;1520719957035;2217000;39
2217;1520719957341;2218000;37
2218;1520719957646;2219000;34
2219;1520719957953;2220000;38
2220;1520719958260;2221000;37
2221;1520719958564;2222000;37
2222;1520719958871;2223000;42
2223;1520719959178;2224000;39
2224;1520719959485;2225000;37
2225;1520719959789;2226000;35
2226;1520719960094;2227000;37
2227;1520719960400;2228000;35
2228;1520719960706;2229000;38
2229;1520719961010;2230000;35
2230;1520719961316;2231000;36
2231;1520719961626;2232000;44
2232;1520719961932;2233000;37
2233;1520719962239;2234000;31
2234;1520719962546;2235000;37
2235;1520719962851;2236000;39
2236;1520719963158;2237000;38
2237;1520719963462;2238000;37
2238;1520719963766;2239000;37
2239;1520719964069;2240000;34
2240;1520719964372;2241000;37
2241;1520719964682;2242000;48
2242;1520719964986;2243000;35
2243;1520719965291;2244000;38
2244;1520719965597;2245000;38
2245;1520719965901;2246000;34
2246;1520719966204;2247000;37
2247;1520719966511;2248000;39
2248;1520719966815;2249000;37
2249;1520719967122;2250000;41
2250;1520719967427;2251000;39
2251;1520719967732;2252000;37
2252;1520719968039;2253000;42
2253;1520719968342;2254000;35
2254;1520719968650;2255000;43
2255;1520719968956;2256000;37
2256;1520719969256;2257000;36
2257;1520719969562;2258000;37
2258;1520719969868;2259000;40
2259;1520719970172;2260000;38
2260;1520719970476;2261000;35
2261;1520719970781;2262000;37
2262;1520719971086;2263000;38
2263;1520719971397;2264000;42
2264;1520719971697;2265000;35
2265;1520719972004;2266000;40
2266;1520719972305;2267000;36
2267;1520719972607;2268000;34
2268;1520719972911;2269000;38
2269;1520719973217;2270000;39
2270;1520719973524;2271000;40
2271;1520719973825;2272000;33
2272;1520719974130;2273000;37
2273;1520719974433;2274000;41
2274;1520719974742;2275000;44
2275;1520719975048;2276000;36
2276;1520719975354;2277000;42
2277;1520719975694;2278000;39
2278;1520719975999;2279000;38
2279;1520719976303;2280000;38
2280;1520719976604;2281000;33
2281;1520719976910;2282000;35
2282;1520719977215;2283000;44
2283;1520719977524;2284000;41
2284;1520719977829;2285000;40
2285;1520719978134;2286000;37
2286;1520719978439;2287000;37
2287;1520719978777;2288000;50
2288;1520719979085;2289000;50
2289;1520719979402;2290000;39
2290;1520719979716;2291000;44
2291;1520719980021;2292000;37
2292;1520719980325;2293000;39
2293;1520719980629;2294000;41
2294;1520719980935;2295000;42
2295;1520719981244;2296000;37
2296;1520719981549;2297000;40
2297;1520719981857;2298000;36
2298;1520719982162;2299000;39
2299;1520719982467;2300000;41
2300;1520719982771;2301000;40
2301;1520719983076;2302000;42
2302;1520719983381;2303000;41
2303;1520719983686;2304000;43
2304;1520719983987;2305000;36
2305;1520719984290;2306000;37
2306;1520719984596;2307000;39
2307;1520719984904;2308000;53
2308;1520719985208;2309000;42
2309;1520719985514;2310000;42
2310;1520719985818;2311000;40
2311;1520719986120;2312000;33
2312;1520719986422;2313000;41
2313;1520719986727;2314000;41
2314;1520719987037;2315000;41
2315;1520719987337;2316000;35
2316;1520719987643;2317000;41
2317;1520719987945;2318000;39
2318;1520719988249;2319000;41
2319;1520719988552;2320000;37
2320;1520719988851;2321000;36
2321;1520719989156;2322000;35
2322;1520719989458;2323000;37
2323;1520719989762;2324000;40
2324;1520719990067;2325000;44
2325;1520719990366;2326000;38
2326;1520719990668;2327000;38
2327;1520719990973;2328000;38
2328;1520719991273;2329000;34
2329;1520719991575;2330000;37
2330;1520719991877;2331000;35
2331;1520719992178;2332000;37
2332;1520719992480;2333000;40
2333;1520719992786;2334000;45
2334;1520719993088;2335000;37
2335;1520719993387;2336000;36
2336;1520719993689;2337000;37
2337;1520719993991;2338000;37
2338;1520719994291;2339000;36
2339;1520719994593;2340000;39
2340;1520719994899;2341000;44
2341;1520719995199;2342000;34
2342;1520719995504;2343000;43
2343;1520719995803;2344000;42
2344;1520719996104;2345000;42
2345;1520719996408;2346000;40
2346;1520719996708;2347000;38
2347;1520719997009;2348000;35
2348;1520719997309;2349000;40
2349;1520719997612;2350000;35
2350;1520719997913;2351000;39
2351;1520719998218;2352000;58
2352;1520719998519;2353000;35
2353;1520719998818;2354000;35
2354;1520719999120;2355000;41
2355;1520719999419;2356000;40
2356;1520719999723;2357000;42
2357;1520720000025;2358000;35
2358;1520720000332;2359000;43
2359;1520720000631;2360000;37
2360;1520720000931;2361000;38
2361;1520720001230;2362000;38
2362;1520720001531;2363000;42
2363;1520720001833;2364000;41
2364;1520720002130;2365000;38
2365;1520720002437;2366000;50
2366;1520720002731;2367000;39
2367;1520720003029;2368000;40
2368;1520720003333;2369000;46
2369;1520720003632;2370000;42
2370;1520720003930;2371000;37
2371;1520720004229;2372000;38
2372;1520720004533;2373000;45
2373;1520720004833;2374000;39
2374;1520720005133;2375000;41
2375;1520720005433;2376000;41
2376;1520720005733;2377000;42
2377;1520720006032;2378000;39
2378;1520720006330;2379000;40
2379;1520720006627;2380000;35
2380;1520720006931;2381000;45
2381;1520720007234;2382000;42
2382;1520720007534;2383000;40
2383;1520720007833;2384000;37
2384;1520720008133;2385000;41
2385;1520720008431;2386000;34
2386;1520720008730;2387000;39
2387;1520720009029;2388000;35
2388;1520720009327;2389000;38
2389;1520720009627;2390000;44
2390;1520720009933;2391000;47
2391;1520720010232;2392000;44
2392;1520720010533;2393000;42
2393;1520720010833;2394000;41
2394;1520720011130;2395000;40
2395;1520720011431;2396000;43
2396;1520720011730;2397000;40
2397;1520720012031;2398000;43
2398;1520720012330;2399000;38
2399;1520720012630;2400000;42
2400;1520720012930;2401000;36
2401;1520720013225;2402000;35
2402;1520720013526;2403000;42
2403;1520720013830;2404000;43
2404;1520720014128;2405000;37
2405;1520720014429;2406000;44
2406;1520720014730;2407000;42
2407;1520720015031;2408000;45
2408;1520720015339;2409000;46
2409;1520720015635;2410000;40
2410;1520720015935;2411000;42
2411;1520720016231;2412000;38
2412;1520720016529;2413000;36
2413;1520720016831;2414000;41
2414;1520720017128;2415000;37
2415;1520720017426;2416000;41
2416;1520720017726;2417000;43
2417;1520720018027;2418000;42
2418;1520720018328;2419000;44
2419;1520720018626;2420000;43
2420;1520720018926;2421000;43
2421;1520720019221;2422000;37
2422;1520720019520;2423000;40
2423;1520720019820;2424000;42
2424;1520720020118;2425000;36
2425;1520720020420;2426000;44
2426;1520720020716;2427000;39
2427;1520720021017;2428000;35
2428;1520720021315;2429000;37
2429;1520720021612;2430000;41
2430;1520720021912;2431000;41
2431;1520720022207;2432000;40
2432;1520720022506;2433000;40
2433;1520720022804;2434000;41
2434;1520720023102;2435000;38
2435;1520720023403;2436000;44
2436;1520720023702;2437000;39
2437;1520720024005;2438000;48
2438;1520720024302;2439000;43
2439;1520720024601;2440000;41
2440;1520720024902;2441000;44
2441;1520720025199;2442000;38
2442;1520720025498;2443000;45
2443;1520720025797;2444000;45
2444;1520720026095;2445000;42
2445;1520720026408;2446000;39
2446;1520720026716;2447000;49
2447;1520720027015;2448000;37
2448;1520720027309;2449000;39
2449;1520720027607;2450000;37
2450;1520720027905;2451000;41
2451;1520720028205;2452000;43
2452;1520720028501;2453000;39
2453;1520720028799;2454000;40
2454;1520720029096;2455000;40
2455;1520720029396;2456000;39
2456;1520720029694;2457000;40
2457;1520720029994;2458000;41
2458;1520720030292;2459000;42
2459;1520720030587;2460000;45
2460;1520720030886;2461000;41
2461;1520720031184;2462000;39
2462;1520720031481;2463000;41
2463;1520720031777;2464000;42
2464;1520720032077;2465000;47
2465;1520720032373;2466000;39
2466;1520720032667;2467000;38
2467;1520720032966;2468000;46
2468;1520720033260;2469000;38
2469;1520720033561;2470000;44
2470;1520720033857;2471000;43
2471;1520720034155;2472000;42
2472;1520720034451;2473000;41
2473;1520720034770;2474000;41
2474;1520720035066;2475000;38
2475;1520720035377;2476000;43
2476;1520720035704;2477000;40
2477;1520720036002;2478000;45
2478;1520720036295;2479000;39
2479;1520720036591;2480000;37
2480;1520720036886;2481000;41
2481;1520720037185;2482000;43
2482;1520720037479;2483000;40
2483;1520720037774;2484000;40
2484;1520720038071;2485000;43
2485;1520720038365;2486000;42
2486;1520720038662;2487000;42
2487;1520720038958;2488000;41
2488;1520720039254;2489000;46
2489;1520720039548;2490000;43
2490;1520720039845;2491000;44
2491;1520720040142;2492000;40
2492;1520720040440;2493000;42
2493;1520720040736;2494000;42
2494;1520720041029;2495000;36
2495;1520720041327;2496000;39
2496;1520720041624;2497000;43
2497;1520720041927;2498000;48
2498;1520720042221;2499000;40
2499;1520720042514;2500000;39
2500;1520720042810;2501000;41
2501;1520720043106;2502000;39
2502;1520720043400;2503000;41
2503;1520720043698;2504000;43
2504;1520720043993;2505000;42
2505;1520720044292;2506000;45
2506;1520720044591;2507000;41
2507;1520720044886;2508000;40
2508;1520720045182;2509000;43
2509;1520720045480;2510000;43
2510;1520720045772;2511000;40
2511;1520720046066;2512000;44
2512;1520720046360;2513000;42
2513;1520720046654;2514000;40
2514;1520720046954;2515000;47
2515;1520720047250;2516000;39
2516;1520720047549;2517000;46
2517;1520720047847;2518000;43
2518;1520720048144;2519000;44
2519;1520720048438;2520000;41
2520;1520720048734;2521000;45
2521;1520720049030;2522000;39
2522;1520720049324;2523000;41
2523;1520720049620;2524000;43
2524;1520720049912;2525000;41
2525;1520720050206;2526000;44
2526;1520720050498;2527000;40
2527;1520720050796;2528000;45
2528;1520720051093;2529000;44
2529;1520720051386;2530000;37
2530;1520720051679;2531000;39
2531;1520720051974;2532000;44
2532;1520720052268;2533000;42
2533;1520720052563;2534000;39
2534;1520720052858;2535000;45
2535;1520720053153;2536000;39
2536;1520720053448;2537000;43
2537;1520720053742;2538000;43
2538;1520720054035;2539000;42
2539;1520720054341;2540000;46
2540;1520720054634;2541000;43
2541;1520720054926;2542000;39
2542;1520720055216;2543000;43
2543;1520720055510;2544000;42
2544;1520720055805;2545000;45
2545;1520720056101;2546000;44
2546;1520720056398;2547000;44
2547;1520720056689;2548000;39
2548;1520720056980;2549000;41
2549;1520720057273;2550000;39
2550;1520720057568;2551000;45
2551;1520720057862;2552000;37
2552;1520720058154;2553000;40
2553;1520720058447;2554000;41
2554;1520720058740;2555000;38
2555;1520720059030;2556000;41
2556;1520720059329;2557000;47
2557;1520720059622;2558000;36
2558;1520720059915;2559000;41
2559;1520720060207;2560000;41
2560;1520720060500;2561000;41
2561;1520720060796;2562000;44
2562;1520720061089;2563000;41
2563;1520720061378;2564000;39
2564;1520720061671;2565000;41
2565;1520720061965;2566000;45
2566;1520720062257;2567000;40
2567;1520720062553;2568000;45
2568;1520720062851;2569000;50
2569;1520720063142;2570000;41
2570;1520720063434;2571000;44
2571;1520720063730;2572000;39
2572;1520720064025;2573000;42
2573;1520720064318;2574000;39
2574;1520720064615;2575000;48
2575;1520720064911;2576000;48
2576;1520720065212;2577000;53
2577;1520720065507;2578000;44
2578;1520720065802;2579000;45
2579;1520720066095;2580000;40
2580;1520720066383;2581000;40
2581;1520720066676;2582000;43
2582;1520720066968;2583000;44
2583;1520720067258;2584000;37
2584;1520720067550;2585000;43
2585;1520720067846;2586000;49
2586;1520720068136;2587000;41
2587;1520720068428;2588000;45
2588;1520720068724;2589000;45
2589;1520720069017;2590000;43
2590;1520720069307;2591000;42
2591;1520720069601;2592000;41
2592;1520720069893;2593000;42
2593;1520720070186;2594000;38
2594;1520720070476;2595000;43
2595;1520720070765;2596000;40
2596;1520720071060;2597000;49
2597;1520720071350;2598000;44
2598;1520720071644;2599000;44
2599;1520720071936;2600000;43
2600;1520720072225;2601000;45
2601;1520720072519;2602000;41
2602;1520720072816;2603000;48
2603;1520720073106;2604000;41
2604;1520720073397;2605000;44
2605;1520720073690;2606000;43
2606;1520720073980;2607000;40
2607;1520720074279;2608000;45
2608;1520720074569;2609000;47
2609;1520720074859;2610000;42
2610;1520720075148;2611000;39
2611;1520720075439;2612000;42
2612;1520720075727;2613000;42
2613;1520720076023;2614000;48
2614;1520720076312;2615000;44
2615;1520720076600;2616000;41
2616;1520720076892;2617000;42
2617;1520720077185;2618000;42
2618;1520720077475;2619000;40
2619;1520720077765;2620000;45
2620;1520720078054;2621000;39
2621;1520720078346;2622000;42
2622;1520720078634;2623000;42
2623;1520720078926;2624000;47
2624;1520720079216;2625000;44
2625;1520720079511;2626000;47
2626;1520720079801;2627000;39
2627;1520720080093;2628000;44
2628;1520720080400;2629000;70
2629;1520720080694;2630000;40
2630;1520720080986;2631000;46
2631;1520720081279;2632000;46
2632;1520720081570;2633000;44
2633;1520720081862;2634000;44
2634;1520720082151;2635000;41
2635;1520720082440;2636000;41
2636;1520720082730;2637000;43
2637;1520720083021;2638000;41
2638;1520720083309;2639000;42
2639;1520720083601;2640000;44
2640;1520720083888;2641000;42
2641;1520720084179;2642000;44
2642;1520720084469;2643000;38
2643;1520720084765;2644000;47
2644;1520720085058;2645000;49
2645;1520720085346;2646000;42
2646;1520720085640;2647000;47
2647;1520720085930;2648000;44
2648;1520720086221;2649000;45
2649;1520720086513;2650000;45
2650;1520720086803;2651000;43
2651;1520720087092;2652000;42
2652;1520720087391;2653000;55
2653;1520720087679;2654000;41
2654;1520720087968;2655000;39
2655;1520720088257;2656000;44
2656;1520720088548;2657000;49
2657;1520720088837;2658000;44
2658;1520720089126;2659000;43
2659;1520720089418;2660000;48
2660;1520720089714;2661000;54
2661;1520720090008;2662000;44
2662;1520720090295;2663000;41
2663;1520720090583;2664000;46
2664;1520720090875;2665000;48
2665;1520720091164;2666000;47
2666;1520720091453;2667000;46
2667;1520720091745;2668000;45
2668;1520720092036;2669000;49
2669;1520720092326;2670000;42
2670;1520720092616;2671000;42
2671;1520720092905;2672000;43
2672;1520720093191;2673000;44
2673;1520720093480;2674000;47
2674;1520720093769;2675000;45
2675;1520720094059;2676000;45
2676;1520720094347;2677000;42
2677;1520720094645;2678000;48
2678;1520720094935;2679000;44
2679;1520720095224;2680000;40
2680;1520720095542;2681000;40
2681;1520720095834;2682000;46
2682;1520720096123;2683000;43
2683;1520720096413;2684000;43
2684;1520720096703;2685000;43
2685;1520720096990;2686000;42
2686;1520720097282;2687000;48
2687;1520720097572;2688000;46
2688;1520720097862;2689000;56
2689;1520720098151;2690000;50
2690;1520720098441;2691000;45
2691;1520720098730;2692000;45
2692;1520720099022;2693000;52
2693;1520720099318;2694000;53
2694;1520720099606;2695000;44
2695;1520720099896;2696000;49
2696;1520720100188;2697000;50
2697;1520720100477;2698000;49
2698;1520720100768;2699000;45
2699;1520720101057;2700000;47
2700;1520720101352;2701000;53
2701;1520720101643;2702000;43
2702;1520720101932;2703000;42
2703;1520720102220;2704000;44
2704;1520720102512;2705000;49
2705;1520720102798;2706000;42
2706;1520720103089;2707000;46
2707;1520720103375;2708000;42
2708;1520720103663;2709000;45
2709;1520720103953;2710000;50
2710;1520720104240;2711000;47
2711;1520720104526;2712000;43
2712;1520720104813;2713000;40
2713;1520720105102;2714000;51
2714;1520720105390;2715000;41
2715;1520720105676;2716000;42
2716;1520720105963;2717000;40
2717;1520720106254;2718000;47
2718;1520720106541;2719000;42
2719;1520720106829;2720000;46
2720;1520720107116;2721000;40
2721;1520720107404;2722000;46
2722;1520720107696;2723000;52
2723;1520720107986;2724000;46
2724;1520720108272;2725000;45
2725;1520720108558;2726000;47
2726;1520720108845;2727000;45
2727;1520720109131;2728000;45
2728;1520720109417;2729000;47
2729;1520720109707;2730000;47
2730;1520720109995;2731000;42
2731;1520720110282;2732000;49
2732;1520720110570;2733000;45
2733;1520720110855;2734000;43
2734;1520720111141;2735000;46
2735;1520720111428;2736000;42
2736;1520720111716;2737000;43
2737;1520720112002;2738000;43
2738;1520720112287;2739000;42
2739;1520720112580;2740000;46
2740;1520720112867;2741000;40
2741;1520720113154;2742000;43
2742;1520720113442;2743000;41
2743;1520720113735;2744000;51
2744;1520720114024;2745000;47
2745;1520720114310;2746000;44
2746;1520720114600;2747000;49
2747;1520720114888;2748000;47
2748;1520720115174;2749000;45
2749;1520720115457;2750000;43
2750;1520720115746;2751000;50
2751;1520720116040;2752000;56
2752;1520720116329;2753000;55
2753;1520720116616;2754000;44
2754;1520720116908;2755000;50
2755;1520720117198;2756000;49
2756;1520720117487;2757000;48
2757;1520720117775;2758000;53
2758;1520720118062;2759000;47
2759;1520720118347;2760000;47
2760;1520720118634;2761000;46
2761;1520720118919;2762000;45
2762;1520720119204;2763000;47
2763;1520720119489;2764000;41
2764;1520720119773;2765000;45
2765;1520720120061;2766000;48
2766;1520720120346;2767000;44
2767;1520720120634;2768000;52
2768;1520720120923;2769000;48
2769;1520720121210;2770000;46
2770;1520720121492;2771000;43
2771;1520720121782;2772000;47
2772;1520720122069;2773000;45
2773;1520720122353;2774000;44
2774;1520720122643;2775000;50
2775;1520720122927;2776000;42
2776;1520720123214;2777000;49
2777;1520720123499;2778000;44
2778;1520720123784;2779000;51
2779;1520720124070;2780000;46
2780;1520720124354;2781000;48
2781;1520720124638;2782000;42
2782;1520720124923;2783000;46
2783;1520720125207;2784000;43
2784;1520720125495;2785000;47
2785;1520720125779;2786000;48
2786;1520720126071;2787000;51
2787;1520720126356;2788000;44
2788;1520720126646;2789000;54
2789;1520720126933;2790000;45
2790;1520720127219;2791000;43
2791;1520720127508;2792000;49
2792;1520720127795;2793000;48
2793;1520720128081;2794000;41
2794;1520720128369;2795000;54
2795;1520720128668;2796000;50
2796;1520720128955;2797000;49
2797;1520720129236;2798000;40
2798;1520720129521;2799000;49
2799;1520720129806;2800000;46
2800;1520720130091;2801000;49
2801;1520720130375;2802000;50
2802;1520720130658;2803000;44
2803;1520720130942;2804000;50
2804;1520720131222;2805000;45
2805;1520720131505;2806000;46
2806;1520720131787;2807000;44
2807;1520720132071;2808000;45
2808;1520720132359;2809000;51
2809;1520720132643;2810000;50
2810;1520720132935;2811000;57
2811;1520720133242;2812000;68
2812;1520720133526;2813000;48
2813;1520720133809;2814000;46
2814;1520720134094;2815000;51
2815;1520720134381;2816000;53
2816;1520720134665;2817000;46
2817;1520720134951;2818000;50
2818;1520720135233;2819000;52
2819;1520720135518;2820000;48
2820;1520720135803;2821000;48
2821;1520720136094;2822000;59
2822;1520720136373;2823000;45
2823;1520720136655;2824000;44
2824;1520720136939;2825000;47
2825;1520720137222;2826000;48
2826;1520720137505;2827000;43
2827;1520720137787;2828000;45
2828;1520720138072;2829000;48
2829;1520720138357;2830000;50
2830;1520720138637;2831000;44
2831;1520720138930;2832000;46
2832;1520720139211;2833000;47
2833;1520720139491;2834000;45
2834;1520720139773;2835000;42
2835;1520720140056;2836000;49
2836;1520720140339;2837000;45
2837;1520720140619;2838000;43
2838;1520720140900;2839000;44
2839;1520720141181;2840000;47
2840;1520720141466;2841000;49
2841;1520720141748;2842000;48
2842;1520720142029;2843000;45
2843;1520720142311;2844000;45
2844;1520720142593;2845000;43
2845;1520720142876;2846000;46
2846;1520720143155;2847000;41
2847;1520720143435;2848000;45
2848;1520720143720;2849000;44
2849;1520720144002;2850000;43
2850;1520720144282;2851000;47
2851;1520720144567;2852000;50
2852;1520720144848;2853000;46
2853;1520720145130;2854000;50
2854;1520720145410;2855000;45
2855;1520720145693;2856000;47
2856;1520720145976;2857000;49
2857;1520720146263;2858000;48
2858;1520720146541;2859000;42
2859;1520720146825;2860000;50
2860;1520720147107;2861000;46
2861;1520720147389;2862000;51
2862;1520720147670;2863000;49
2863;1520720147949;2864000;47
2864;1520720148228;2865000;42
2865;1520720148509;2866000;43
2866;1520720148788;2867000;45
2867;1520720149071;2868000;49
2868;1520720149352;2869000;49
2869;1520720149631;2870000;47
2870;1520720149911;2871000;47
2871;1520720150194;2872000;48
2872;1520720150474;2873000;43
2873;1520720150753;2874000;46
2874;1520720151035;2875000;48
2875;1520720151315;2876000;45
2876;1520720151594;2877000;48
2877;1520720151874;2878000;44
2878;1520720152153;2879000;45
2879;1520720152431;2880000;47
2880;1520720152711;2881000;47
2881;1520720152990;2882000;46
2882;1520720153270;2883000;45
2883;1520720153553;2884000;49
2884;1520720153832;2885000;43
2885;1520720154113;2886000;50
2886;1520720154392;2887000;44
2887;1520720154676;2888000;55
2888;1520720154958;2889000;48
2889;1520720155242;2890000;55
2890;1520720155552;2891000;51
2891;1520720155839;2892000;57
2892;1520720156118;2893000;49
2893;1520720156396;2894000;48
2894;1520720156674;2895000;48
2895;1520720156950;2896000;46
2896;1520720157234;2897000;53
2897;1520720157523;2898000;62
2898;1520720157803;2899000;46
2899;1520720158082;2900000;51
2900;1520720158359;2901000;44
2901;1520720158634;2902000;46
2902;1520720158916;2903000;52
2903;1520720159194;2904000;41
2904;1520720159474;2905000;49
2905;1520720159751;2906000;45
2906;1520720160038;2907000;53
2907;1520720160319;2908000;48
2908;1520720160596;2909000;51
2909;1520720160876;2910000;50
2910;1520720161156;2911000;47
2911;1520720161435;2912000;50
2912;1520720161715;2913000;49
2913;1520720161996;2914000;46
2914;1520720162277;2915000;47
2915;1520720162554;2916000;46
2916;1520720162836;2917000;50
2917;1520720163116;2918000;54
2918;1520720163393;2919000;46
2919;1520720163677;2920000;52
2920;1520720163960;2921000;58
