Tarefa;T1-AntesDaElasticidade;T2-DepoisDaElasticidade
4948;1520720655407;1520720655407
4949;1520720655613;1520720655614
4950;1520720655823;1520720655824
4951;1520720656025;1520720656025
4952;1520720656230;1520720656230
4953;1520720656431;1520720656431
4954;1520720656638;1520720656638
4955;1520720656846;1520720656846
4956;1520720657051;1520720657051
4957;1520720657251;1520720657252
4958;1520720657453;1520720657453
4959;1520720657658;1520720657658
4960;1520720657860;1520720657860
4961;1520720658063;1520720658064
4962;1520720658264;1520720658264
4963;1520720658467;1520720658468
4964;1520720658671;1520720658672
4965;1520720658879;1520720658879
4966;1520720659084;1520720659084
4967;1520720659288;1520720659289
4968;1520720659487;1520720659487
4969;1520720659692;1520720659692
4970;1520720659901;1520720659902
4971;1520720660103;1520720660103
4972;1520720660305;1520720660305
4973;1520720660508;1520720660509
4974;1520720660717;1520720660717
4975;1520720660918;1520720660919
4976;1520720661118;1520720661118
4977;1520720661325;1520720661325
4978;1520720661530;1520720661530
4979;1520720661732;1520720661732
4980;1520720661938;1520720661938
4981;1520720662142;1520720662142
4982;1520720662348;1520720662348
4983;1520720662555;1520720662555
4984;1520720662754;1520720662754
4985;1520720662954;1520720662955
4986;1520720663157;1520720663157
4987;1520720663363;1520720663363
4988;1520720663565;1520720663565
4989;1520720663770;1520720663770
4990;1520720663969;1520720663969
4991;1520720664171;1520720664171
4992;1520720664376;1520720664376
4993;1520720664582;1520720664583
4994;1520720664781;1520720664781
4995;1520720664979;1520720664979
4996;1520720665215;1520720665216
4997;1520720665421;1520720665421
4998;1520720665622;1520720665623
4999;1520720665826;1520720665826
5000;1520720666033;1520720666033
5001;1520720666232;1520720666232
5002;1520720666435;1520720666435
5003;1520720666655;1520720666655
5004;1520720666854;1520720666855
5005;1520720667059;1520720667059
5006;1520720667258;1520720667259
5007;1520720667464;1520720667464
5008;1520720667665;1520720667665
5009;1520720667868;1520720667868
5010;1520720668070;1520720668071
5011;1520720668274;1520720668274
5012;1520720668473;1520720668473
5013;1520720668674;1520720668674
5014;1520720668876;1520720668876
5015;1520720669080;1520720669081
5016;1520720669283;1520720669283
5017;1520720669487;1520720669488
5018;1520720669687;1520720669687
5019;1520720669888;1520720669889
5020;1520720670084;1520720670085
5021;1520720670284;1520720670284
5022;1520720670490;1520720670490
5023;1520720670689;1520720670690
5024;1520720670894;1520720670894
5025;1520720671093;1520720671093
5026;1520720671287;1520720671287
5027;1520720671484;1520720671484
5028;1520720671688;1520720671689
5029;1520720671883;1520720671883
5030;1520720672085;1520720672085
5031;1520720672281;1520720672282
5032;1520720672486;1520720672487
5033;1520720672684;1520720672684
5034;1520720672887;1520720672887
5035;1520720673089;1520720673089
5036;1520720673289;1520720673289
5037;1520720673490;1520720673490
5038;1520720673691;1520720673692
5039;1520720673897;1520720673897
5040;1520720674100;1520720674100
5041;1520720674299;1520720674299
5042;1520720674499;1520720674499
5043;1520720674700;1520720674700
5044;1520720674903;1520720674903
5045;1520720675107;1520720675108
5046;1520720675308;1520720675308
5047;1520720675512;1520720675512
5048;1520720675711;1520720675711
5049;1520720675922;1520720675922
5050;1520720676123;1520720676123
5051;1520720676326;1520720676326
5052;1520720676526;1520720676526
5053;1520720676725;1520720676726
5054;1520720676924;1520720676924
5055;1520720677126;1520720677126
5056;1520720677323;1520720677323
5057;1520720677526;1520720677526
5058;1520720677726;1520720677726
5059;1520720677924;1520720677925
5060;1520720678125;1520720678125
5061;1520720678324;1520720678324
5062;1520720678522;1520720678523
5063;1520720678727;1520720678727
5064;1520720678924;1520720678924
5065;1520720679123;1520720679124
5066;1520720679321;1520720679321
5067;1520720679523;1520720679524
5068;1520720679725;1520720679726
5069;1520720679926;1520720679926
5070;1520720680126;1520720680126
5071;1520720680322;1520720680323
5072;1520720680520;1520720680520
5073;1520720680723;1520720680723
5074;1520720680921;1520720680921
5075;1520720681121;1520720681121
5076;1520720681317;1520720681317
5077;1520720681517;1520720681518
5078;1520720681717;1520720681717
5079;1520720681917;1520720681918
5080;1520720682119;1520720682119
5081;1520720682318;1520720682318
5082;1520720682514;1520720682514
5083;1520720682714;1520720682714
5084;1520720682912;1520720682912
5085;1520720683115;1520720683115
5086;1520720683317;1520720683317
5087;1520720683520;1520720683521
5088;1520720683721;1520720683721
5089;1520720683923;1520720683923
5090;1520720684123;1520720684123
5091;1520720684325;1520720684325
5092;1520720684526;1520720684527
5093;1520720684726;1520720684727
5094;1520720684919;1520720684920
5095;1520720685126;1520720685126
5096;1520720685323;1520720685324
5097;1520720685519;1520720685520
5098;1520720685719;1520720685719
5099;1520720685918;1520720685918
5100;1520720686120;1520720686120
5101;1520720686314;1520720686314
5102;1520720686512;1520720686512
5103;1520720686711;1520720686712
5104;1520720686915;1520720686915
5105;1520720687114;1520720687114
5106;1520720687320;1520720687320
5107;1520720687520;1520720687520
5108;1520720687719;1520720687719
5109;1520720687919;1520720687919
5110;1520720688116;1520720688116
5111;1520720688312;1520720688312
5112;1520720688508;1520720688508
5113;1520720688705;1520720688705
5114;1520720688902;1520720688902
5115;1520720689101;1520720689101
5116;1520720689299;1520720689299
5117;1520720689504;1520720689504
5118;1520720689703;1520720689703
5119;1520720689903;1520720689904
5120;1520720690112;1520720690112
5121;1520720690321;1520720690321
5122;1520720690538;1520720690538
5123;1520720690736;1520720690737
5124;1520720690933;1520720690934
5125;1520720691147;1520720691147
5126;1520720691338;1520720691338
5127;1520720691536;1520720691536
5128;1520720691731;1520720691731
5129;1520720691929;1520720691929
5130;1520720692123;1520720692123
5131;1520720692318;1520720692319
5132;1520720692516;1520720692516
5133;1520720692712;1520720692712
5134;1520720692909;1520720692909
5135;1520720693108;1520720693108
5136;1520720693304;1520720693304
5137;1520720693503;1520720693503
5138;1520720693702;1520720693702
5139;1520720693908;1520720693908
5140;1520720694104;1520720694105
5141;1520720694302;1520720694302
5142;1520720694500;1520720694500
5143;1520720694703;1520720694703
5144;1520720694901;1520720694901
5145;1520720695104;1520720695104
5146;1520720695298;1520720695299
5147;1520720695531;1520720695531
5148;1520720695725;1520720695725
5149;1520720695920;1520720695920
5150;1520720696116;1520720696116
5151;1520720696312;1520720696313
5152;1520720696511;1520720696511
5153;1520720696707;1520720696707
5154;1520720696907;1520720696907
5155;1520720697102;1520720697102
5156;1520720697299;1520720697299
5157;1520720697495;1520720697495
5158;1520720697690;1520720697690
5159;1520720697890;1520720697890
5160;1520720698080;1520720698081
5161;1520720698279;1520720698279
5162;1520720698475;1520720698476
5163;1520720698682;1520720698682
5164;1520720698879;1520720698879
5165;1520720699076;1520720699076
5166;1520720699273;1520720699273
5167;1520720699467;1520720699467
5168;1520720699668;1520720699668
5169;1520720699866;1520720699867
5170;1520720700060;1520720700061
5171;1520720700254;1520720700254
5172;1520720700451;1520720700451
5173;1520720700645;1520720700645
5174;1520720700835;1520720700835
5175;1520720701032;1520720701033
5176;1520720701228;1520720701228
5177;1520720701421;1520720701421
5178;1520720701617;1520720701617
5179;1520720701810;1520720701810
5180;1520720702008;1520720702008
5181;1520720702205;1520720702205
5182;1520720702400;1520720702401
5183;1520720702596;1520720702597
5184;1520720702792;1520720702792
5185;1520720702987;1520720702987
5186;1520720703186;1520720703186
5187;1520720703385;1520720703385
5188;1520720703576;1520720703576
5189;1520720703771;1520720703771
5190;1520720703968;1520720703969
5191;1520720704167;1520720704167
5192;1520720704368;1520720704369
5193;1520720704567;1520720704567
5194;1520720704762;1520720704762
5195;1520720704957;1520720704957
5196;1520720705149;1520720705149
5197;1520720705347;1520720705347
5198;1520720705545;1520720705545
5199;1520720705737;1520720705737
5200;1520720705932;1520720705932
5201;1520720706130;1520720706130
5202;1520720706327;1520720706327
5203;1520720706523;1520720706523
5204;1520720706714;1520720706716
5205;1520720706913;1520720706913
5206;1520720707108;1520720707108
5207;1520720707301;1520720707301
5208;1520720707496;1520720707496
5209;1520720707686;1520720707687
5210;1520720707880;1520720707880
5211;1520720708072;1520720708073
5212;1520720708265;1520720708265
5213;1520720708459;1520720708459
5214;1520720708653;1520720708654
5215;1520720708844;1520720708845
5216;1520720709038;1520720709038
5217;1520720709233;1520720709234
5218;1520720709426;1520720709427
5219;1520720709623;1520720709623
5220;1520720709817;1520720709817
5221;1520720710010;1520720710010
5222;1520720710208;1520720710209
5223;1520720710401;1520720710401
5224;1520720710599;1520720710599
5225;1520720710791;1520720710791
5226;1520720710986;1520720710986
5227;1520720711192;1520720711192
5228;1520720711391;1520720711392
5229;1520720711590;1520720711590
5230;1520720711784;1520720711785
5231;1520720711983;1520720711983
5232;1520720712176;1520720712176
5233;1520720712365;1520720712366
5234;1520720712567;1520720712568
5235;1520720712774;1520720712775
5236;1520720712964;1520720712965
5237;1520720713162;1520720713162
5238;1520720713352;1520720713352
5239;1520720713547;1520720713547
5240;1520720713738;1520720713738
5241;1520720713928;1520720713928
5242;1520720714122;1520720714122
5243;1520720714316;1520720714316
5244;1520720714510;1520720714510
5245;1520720714704;1520720714705
5246;1520720714897;1520720714897
5247;1520720715093;1520720715094
5248;1520720715287;1520720715287
5249;1520720715483;1520720715483
5250;1520720715679;1520720715679
5251;1520720715875;1520720715876
5252;1520720716073;1520720716073
5253;1520720716264;1520720716264
5254;1520720716459;1520720716459
5255;1520720716654;1520720716654
5256;1520720716849;1520720716849
5257;1520720717043;1520720717043
5258;1520720717233;1520720717234
5259;1520720717430;1520720717430
5260;1520720717628;1520720717628
5261;1520720717824;1520720717824
5262;1520720718015;1520720718015
5263;1520720718208;1520720718208
5264;1520720718401;1520720718401
5265;1520720718594;1520720718594
5266;1520720718788;1520720718789
5267;1520720718986;1520720718987
5268;1520720719178;1520720719178
5269;1520720719371;1520720719371
5270;1520720719560;1520720719560
5271;1520720719756;1520720719757
5272;1520720719946;1520720719947
5273;1520720720144;1520720720145
5274;1520720720332;1520720720333
5275;1520720720527;1520720720527
5276;1520720720717;1520720720717
5277;1520720720920;1520720720921
5278;1520720721108;1520720721108
5279;1520720721301;1520720721302
5280;1520720721495;1520720721495
5281;1520720721687;1520720721687
5282;1520720721881;1520720721881
5283;1520720722070;1520720722070
5284;1520720722258;1520720722258
5285;1520720722454;1520720722454
5286;1520720722647;1520720722647
5287;1520720722843;1520720722843
5288;1520720723032;1520720723033
5289;1520720723223;1520720723223
5290;1520720723413;1520720723413
5291;1520720723607;1520720723607
5292;1520720723797;1520720723798
5293;1520720723990;1520720723990
5294;1520720724180;1520720724180
5295;1520720724373;1520720724373
5296;1520720724567;1520720724568
5297;1520720724761;1520720724761
5298;1520720724953;1520720724953
5299;1520720725146;1520720725146
5300;1520720725338;1520720725338
5301;1520720725532;1520720725533
5302;1520720725724;1520720725724
5303;1520720725921;1520720725921
5304;1520720726118;1520720726118
5305;1520720726315;1520720726315
5306;1520720726501;1520720726501
5307;1520720726695;1520720726696
5308;1520720726888;1520720726888
5309;1520720727091;1520720727091
5310;1520720727279;1520720727280
5311;1520720727473;1520720727473
5312;1520720727663;1520720727664
5313;1520720727873;1520720727874
5314;1520720728070;1520720728071
5315;1520720728271;1520720728271
5316;1520720728463;1520720728463
5317;1520720728656;1520720728657
5318;1520720728853;1520720728853
5319;1520720729046;1520720729046
5320;1520720729241;1520720729242
5321;1520720729428;1520720729429
5322;1520720729636;1520720729636
5323;1520720729862;1520720729863
5324;1520720730073;1520720730073
5325;1520720730274;1520720730275
5326;1520720730471;1520720730471
5327;1520720730661;1520720730661
5328;1520720730854;1520720730854
5329;1520720731046;1520720731046
5330;1520720731235;1520720731236
5331;1520720731426;1520720731426
5332;1520720731613;1520720731613
5333;1520720731803;1520720731803
5334;1520720732000;1520720732000
5335;1520720732190;1520720732191
5336;1520720732383;1520720732383
5337;1520720732574;1520720732574
5338;1520720732765;1520720732766
5339;1520720732962;1520720732962
5340;1520720733153;1520720733154
5341;1520720733347;1520720733347
5342;1520720733540;1520720733540
5343;1520720733730;1520720733730
5344;1520720733923;1520720733923
5345;1520720734117;1520720734117
5346;1520720734309;1520720734309
5347;1520720734499;1520720734500
5348;1520720734692;1520720734693
5349;1520720734893;1520720734894
5350;1520720735084;1520720735084
5351;1520720735275;1520720735275
5352;1520720735462;1520720735462
5353;1520720735654;1520720735655
5354;1520720735847;1520720735847
5355;1520720736040;1520720736040
5356;1520720736229;1520720736230
5357;1520720736417;1520720736418
5358;1520720736613;1520720736613
5359;1520720736804;1520720736804
5360;1520720736995;1520720736995
5361;1520720737183;1520720737184
5362;1520720737372;1520720737373
5363;1520720737562;1520720737563
5364;1520720737749;1520720737749
5365;1520720737939;1520720737939
5366;1520720738130;1520720738131
5367;1520720738318;1520720738319
5368;1520720738508;1520720738508
5369;1520720738698;1520720738699
5370;1520720738884;1520720738885
5371;1520720739073;1520720739074
5372;1520720739262;1520720739263
5373;1520720739454;1520720739455
5374;1520720739653;1520720739653
5375;1520720739853;1520720739853
5376;1520720740048;1520720740048
5377;1520720740238;1520720740239
5378;1520720740428;1520720740429
5379;1520720740618;1520720740618
5380;1520720740806;1520720740807
5381;1520720741013;1520720741013
5382;1520720741204;1520720741204
5383;1520720741398;1520720741398
5384;1520720741721;1520720741721
5385;1520720741914;1520720741914
5386;1520720742109;1520720742109
5387;1520720742298;1520720742298
5388;1520720742492;1520720742492
5389;1520720742684;1520720742684
5390;1520720742874;1520720742874
5391;1520720743061;1520720743061
5392;1520720743254;1520720743254
5393;1520720743445;1520720743445
5394;1520720743634;1520720743634
5395;1520720743834;1520720743834
5396;1520720744030;1520720744031
5397;1520720744219;1520720744220
5398;1520720744410;1520720744410
5399;1520720744598;1520720744598
5400;1520720744784;1520720744784
5401;1520720744972;1520720744972
5402;1520720745159;1520720745159
5403;1520720745345;1520720745346
5404;1520720745535;1520720745535
5405;1520720745722;1520720745722
5406;1520720745910;1520720745910
5407;1520720746099;1520720746099
5408;1520720746289;1520720746289
5409;1520720746482;1520720746482
5410;1520720746674;1520720746674
5411;1520720746865;1520720746865
5412;1520720747052;1520720747052
5413;1520720747241;1520720747241
5414;1520720747429;1520720747430
5415;1520720747617;1520720747617
5416;1520720747803;1520720747803
5417;1520720747990;1520720747991
5418;1520720748180;1520720748180
5419;1520720748369;1520720748369
5420;1520720748555;1520720748556
5421;1520720748740;1520720748741
5422;1520720748943;1520720748944
5423;1520720749127;1520720749127
5424;1520720749312;1520720749313
5425;1520720749503;1520720749504
5426;1520720749693;1520720749693
5427;1520720749883;1520720749884
5428;1520720750071;1520720750071
5429;1520720750257;1520720750257
5430;1520720750446;1520720750446
5431;1520720750630;1520720750630
5432;1520720750822;1520720750822
5433;1520720751009;1520720751010
5434;1520720751198;1520720751198
5435;1520720751386;1520720751386
5436;1520720751575;1520720751575
5437;1520720751764;1520720751764
5438;1520720751953;1520720751954
5439;1520720752143;1520720752143
5440;1520720752327;1520720752328
5441;1520720752515;1520720752516
5442;1520720752706;1520720752706
5443;1520720752896;1520720752896
5444;1520720753083;1520720753084
5445;1520720753270;1520720753270
5446;1520720753463;1520720753463
5447;1520720753652;1520720753652
5448;1520720753840;1520720753840
5449;1520720754027;1520720754027
5450;1520720754216;1520720754216
5451;1520720754405;1520720754405
5452;1520720754599;1520720754599
5453;1520720754786;1520720754786
5454;1520720754979;1520720754980
5455;1520720755166;1520720755166
5456;1520720755354;1520720755354
5457;1520720755569;1520720755569
5458;1520720755761;1520720755761
5459;1520720755956;1520720755956
5460;1520720756144;1520720756144
5461;1520720756334;1520720756335
5462;1520720756521;1520720756521
5463;1520720756711;1520720756712
5464;1520720756898;1520720756899
5465;1520720757090;1520720757090
5466;1520720757277;1520720757278
5467;1520720757464;1520720757464
5468;1520720757662;1520720757662
5469;1520720757879;1520720757879
5470;1520720758081;1520720758082
5471;1520720758278;1520720758278
5472;1520720758490;1520720758491
5473;1520720758701;1520720758701
5474;1520720758895;1520720758895
5475;1520720759081;1520720759081
5476;1520720759270;1520720759270
5477;1520720759455;1520720759456
5478;1520720759650;1520720759650
5479;1520720759838;1520720759838
5480;1520720760030;1520720760030
5481;1520720760217;1520720760218
5482;1520720760407;1520720760408
5483;1520720760599;1520720760599
5484;1520720760784;1520720760784
5485;1520720760972;1520720760972
5486;1520720761158;1520720761159
5487;1520720761348;1520720761348
5488;1520720761530;1520720761531
5489;1520720761716;1520720761717
5490;1520720761904;1520720761904
5491;1520720762091;1520720762091
5492;1520720762279;1520720762280
5493;1520720762465;1520720762465
5494;1520720762650;1520720762650
5495;1520720762843;1520720762843
5496;1520720763028;1520720763028
5497;1520720763212;1520720763213
5498;1520720763395;1520720763396
5499;1520720763582;1520720763582
5500;1520720763769;1520720763770
5501;1520720763955;1520720763956
5502;1520720764154;1520720764154
5503;1520720764343;1520720764344
5504;1520720764533;1520720764533
5505;1520720764727;1520720764727
5506;1520720764915;1520720764915
5507;1520720765097;1520720765098
5508;1520720765279;1520720765280
5509;1520720765462;1520720765462
5510;1520720765652;1520720765652
5511;1520720765839;1520720765839
5512;1520720766025;1520720766025
5513;1520720766209;1520720766209
5514;1520720766393;1520720766393
5515;1520720766578;1520720766578
5516;1520720766762;1520720766762
5517;1520720766948;1520720766948
5518;1520720767134;1520720767134
5519;1520720767315;1520720767315
5520;1520720767503;1520720767504
5521;1520720767689;1520720767690
5522;1520720767876;1520720767876
5523;1520720768062;1520720768062
5524;1520720768250;1520720768250
5525;1520720768430;1520720768431
5526;1520720768620;1520720768620
5527;1520720768811;1520720768811
5528;1520720768999;1520720768999
5529;1520720769184;1520720769184
5530;1520720769368;1520720769369
5531;1520720769553;1520720769553
5532;1520720769748;1520720769748
5533;1520720769941;1520720769942
5534;1520720770121;1520720770121
5535;1520720770306;1520720770306
5536;1520720770490;1520720770490
5537;1520720770678;1520720770679
5538;1520720770869;1520720770869
5539;1520720771051;1520720771052
5540;1520720771235;1520720771235
5541;1520720771431;1520720771432
5542;1520720771624;1520720771624
5543;1520720771812;1520720771812
5544;1520720772004;1520720772004
5545;1520720772192;1520720772192
5546;1520720772394;1520720772394
5547;1520720772603;1520720772604
5548;1520720772794;1520720772794
5549;1520720772981;1520720772982
5550;1520720773168;1520720773168
5551;1520720773351;1520720773351
5552;1520720773536;1520720773536
5553;1520720773723;1520720773724
5554;1520720773911;1520720773911
5555;1520720774089;1520720774089
5556;1520720774275;1520720774275
5557;1520720774460;1520720774460
5558;1520720774646;1520720774647
5559;1520720774832;1520720774833
5560;1520720775019;1520720775019
5561;1520720775219;1520720775220
5562;1520720775432;1520720775432
5563;1520720775636;1520720775637
5564;1520720775836;1520720775836
5565;1520720776029;1520720776030
5566;1520720776215;1520720776215
5567;1520720776407;1520720776407
5568;1520720776605;1520720776605
5569;1520720776793;1520720776793
5570;1520720776974;1520720776975
5571;1520720777160;1520720777160
5572;1520720777344;1520720777344
5573;1520720777527;1520720777527
5574;1520720777711;1520720777712
5575;1520720777897;1520720777897
5576;1520720778078;1520720778078
5577;1520720778259;1520720778260
5578;1520720778441;1520720778441
5579;1520720778625;1520720778625
5580;1520720778803;1520720778803
5581;1520720778990;1520720778990
5582;1520720779171;1520720779171
5583;1520720779356;1520720779357
5584;1520720779535;1520720779535
5585;1520720779717;1520720779718
5586;1520720779905;1520720779905
5587;1520720780087;1520720780087
5588;1520720780268;1520720780269
5589;1520720780450;1520720780450
5590;1520720780634;1520720780634
5591;1520720780822;1520720780823
5592;1520720781000;1520720781000
5593;1520720781186;1520720781187
5594;1520720781366;1520720781366
5595;1520720781557;1520720781557
5596;1520720781741;1520720781741
5597;1520720781935;1520720781936
5598;1520720782121;1520720782121
5599;1520720782304;1520720782305
5600;1520720782487;1520720782487
5601;1520720782674;1520720782674
5602;1520720782866;1520720782866
5603;1520720783050;1520720783050
5604;1520720783230;1520720783231
5605;1520720783413;1520720783414
5606;1520720783595;1520720783595
5607;1520720783777;1520720783777
5608;1520720783955;1520720783956
5609;1520720784137;1520720784137
5610;1520720784316;1520720784316
5611;1520720784498;1520720784498
5612;1520720784682;1520720784682
5613;1520720784870;1520720784870
5614;1520720785049;1520720785049
5615;1520720785228;1520720785229
5616;1520720785410;1520720785410
5617;1520720785593;1520720785594
5618;1520720785774;1520720785775
5619;1520720785957;1520720785957
5620;1520720786137;1520720786137
5621;1520720786320;1520720786321
5622;1520720786503;1520720786503
5623;1520720786685;1520720786685
5624;1520720786863;1520720786863
5625;1520720787044;1520720787044
5626;1520720787221;1520720787221
5627;1520720787405;1520720787405
5628;1520720787585;1520720787585
5629;1520720787769;1520720787770
5630;1520720787956;1520720787956
5631;1520720788139;1520720788139
5632;1520720788325;1520720788325
5633;1520720788508;1520720788508
5634;1520720788693;1520720788693
5635;1520720788875;1520720788875
5636;1520720789055;1520720789055
5637;1520720789237;1520720789238
5638;1520720789415;1520720789415
5639;1520720789594;1520720789594
5640;1520720789777;1520720789777
5641;1520720789971;1520720789971
5642;1520720790154;1520720790154
5643;1520720790337;1520720790337
5644;1520720790514;1520720790515
5645;1520720790696;1520720790696
5646;1520720790878;1520720790878
5647;1520720791055;1520720791055
5648;1520720791238;1520720791239
5649;1520720791417;1520720791417
5650;1520720791596;1520720791596
5651;1520720791774;1520720791775
5652;1520720791957;1520720791958
5653;1520720792138;1520720792138
5654;1520720792317;1520720792318
5655;1520720792494;1520720792495
5656;1520720792671;1520720792672
5657;1520720792907;1520720792908
5658;1520720793090;1520720793091
5659;1520720793281;1520720793281
5660;1520720793469;1520720793469
5661;1520720793655;1520720793655
5662;1520720793844;1520720793846
5663;1520720794030;1520720794030
5664;1520720794208;1520720794208
5665;1520720794389;1520720794389
5666;1520720794571;1520720794571
5667;1520720794751;1520720794751
5668;1520720794935;1520720794935
5669;1520720795117;1520720795118
5670;1520720795299;1520720795299
5671;1520720795483;1520720795483
5672;1520720795665;1520720795665
5673;1520720795845;1520720795845
5674;1520720796027;1520720796027
5675;1520720796206;1520720796206
5676;1520720796389;1520720796390
5677;1520720796567;1520720796567
5678;1520720796744;1520720796744
5679;1520720796928;1520720796928
5680;1520720797108;1520720797109
5681;1520720797286;1520720797286
5682;1520720797464;1520720797464
5683;1520720797643;1520720797643
5684;1520720797822;1520720797822
5685;1520720798007;1520720798007
5686;1520720798187;1520720798188
5687;1520720798364;1520720798365
5688;1520720798545;1520720798545
5689;1520720798739;1520720798739
5690;1520720798920;1520720798921
5691;1520720799097;1520720799097
5692;1520720799276;1520720799277
5693;1520720799456;1520720799457
5694;1520720799632;1520720799632
5695;1520720799813;1520720799813
5696;1520720799998;1520720799998
5697;1520720800184;1520720800184
5698;1520720800389;1520720800389
5699;1520720800573;1520720800573
5700;1520720800757;1520720800757
5701;1520720800941;1520720800941
5702;1520720801123;1520720801123
5703;1520720801302;1520720801302
5704;1520720801480;1520720801482
5705;1520720801659;1520720801660
5706;1520720801835;1520720801835
5707;1520720802020;1520720802020
5708;1520720802196;1520720802197
5709;1520720802377;1520720802378
5710;1520720802555;1520720802555
5711;1520720802734;1520720802734
5712;1520720802915;1520720802915
5713;1520720803096;1520720803096
5714;1520720803275;1520720803275
5715;1520720803453;1520720803453
5716;1520720803631;1520720803632
5717;1520720803809;1520720803810
5718;1520720803994;1520720803994
5719;1520720804171;1520720804171
5720;1520720804352;1520720804352
5721;1520720804530;1520720804530
5722;1520720804711;1520720804712
5723;1520720804889;1520720804889
5724;1520720805073;1520720805073
5725;1520720805253;1520720805254
5726;1520720805429;1520720805430
5727;1520720805611;1520720805612
5728;1520720805793;1520720805793
5729;1520720805970;1520720805970
5730;1520720806144;1520720806144
5731;1520720806323;1520720806323
5732;1520720806502;1520720806502
5733;1520720806678;1520720806679
5734;1520720806857;1520720806858
5735;1520720807037;1520720807037
5736;1520720807216;1520720807216
5737;1520720807392;1520720807392
5738;1520720807584;1520720807584
5739;1520720807763;1520720807763
5740;1520720807943;1520720807943
5741;1520720808123;1520720808124
5742;1520720808302;1520720808302
5743;1520720808481;1520720808481
5744;1520720808662;1520720808663
5745;1520720808841;1520720808842
5746;1520720809023;1520720809023
5747;1520720809200;1520720809200
5748;1520720809377;1520720809377
5749;1520720809558;1520720809558
5750;1520720809735;1520720809735
5751;1520720809918;1520720809919
5752;1520720810098;1520720810098
5753;1520720810275;1520720810275
5754;1520720810455;1520720810455
5755;1520720810634;1520720810634
5756;1520720810815;1520720810815
5757;1520720810994;1520720810996
5758;1520720811176;1520720811176
5759;1520720811354;1520720811354
5760;1520720811533;1520720811533
5761;1520720811708;1520720811708
5762;1520720811882;1520720811882
5763;1520720812055;1520720812055
5764;1520720812232;1520720812233
5765;1520720812409;1520720812409
5766;1520720812588;1520720812588
5767;1520720812762;1520720812762
5768;1520720812943;1520720812943
5769;1520720813118;1520720813119
5770;1520720813294;1520720813294
5771;1520720813469;1520720813470
5772;1520720813645;1520720813645
5773;1520720813819;1520720813819
5774;1520720813997;1520720813997
5775;1520720814177;1520720814178
5776;1520720814349;1520720814349
5777;1520720814529;1520720814529
5778;1520720814705;1520720814706
5779;1520720814884;1520720814884
5780;1520720815058;1520720815058
5781;1520720815240;1520720815242
5782;1520720815419;1520720815419
5783;1520720815637;1520720815637
5784;1520720815816;1520720815816
5785;1520720815990;1520720815990
5786;1520720816166;1520720816167
5787;1520720816345;1520720816345
5788;1520720816528;1520720816528
5789;1520720816703;1520720816704
5790;1520720816880;1520720816880
5791;1520720817061;1520720817061
5792;1520720817239;1520720817239
5793;1520720817414;1520720817414
5794;1520720817587;1520720817587
5795;1520720817762;1520720817762
5796;1520720817938;1520720817939
5797;1520720818120;1520720818120
5798;1520720818295;1520720818295
5799;1520720818469;1520720818469
5800;1520720818643;1520720818644
5801;1520720818821;1520720818821
5802;1520720818997;1520720818997
5803;1520720819171;1520720819171
5804;1520720819344;1520720819344
5805;1520720819518;1520720819518
5806;1520720819694;1520720819695
5807;1520720819870;1520720819870
5808;1520720820047;1520720820048
5809;1520720820228;1520720820228
5810;1520720820403;1520720820403
5811;1520720820580;1520720820580
5812;1520720820759;1520720820759
5813;1520720820937;1520720820937
5814;1520720821109;1520720821109
5815;1520720821289;1520720821289
5816;1520720821462;1520720821463
5817;1520720821638;1520720821638
5818;1520720821810;1520720821810
5819;1520720821987;1520720821987
5820;1520720822164;1520720822165
5821;1520720822338;1520720822338
5822;1520720822508;1520720822508
5823;1520720822685;1520720822686
5824;1520720822870;1520720822870
5825;1520720823048;1520720823048
5826;1520720823227;1520720823228
5827;1520720823404;1520720823405
5828;1520720823579;1520720823579
5829;1520720823751;1520720823752
5830;1520720823927;1520720823927
5831;1520720824100;1520720824101
5832;1520720824278;1520720824279
5833;1520720824455;1520720824456
5834;1520720824632;1520720824632
5835;1520720824808;1520720824808
5836;1520720824985;1520720824986
5837;1520720825161;1520720825161
5838;1520720825345;1520720825346
5839;1520720825526;1520720825526
5840;1520720825704;1520720825704
5841;1520720825879;1520720825879
5842;1520720826052;1520720826052
5843;1520720826228;1520720826228
5844;1520720826403;1520720826403
5845;1520720826575;1520720826575
5846;1520720826753;1520720826754
5847;1520720826930;1520720826930
5848;1520720827104;1520720827104
5849;1520720827287;1520720827287
5850;1520720827462;1520720827462
5851;1520720827639;1520720827639
5852;1520720827815;1520720827815
5853;1520720827985;1520720827985
5854;1520720828166;1520720828166
5855;1520720828339;1520720828339
5856;1520720828512;1520720828512
5857;1520720828687;1520720828687
5858;1520720828859;1520720828860
5859;1520720829034;1520720829034
5860;1520720829219;1520720829219
5861;1520720829391;1520720829392
5862;1520720829567;1520720829567
5863;1520720829738;1520720829738
5864;1520720829916;1520720829916
5865;1520720830090;1520720830090
5866;1520720830265;1520720830265
5867;1520720830441;1520720830441
5868;1520720830617;1520720830617
5869;1520720830787;1520720830787
5870;1520720830961;1520720830962
5871;1520720831139;1520720831140
5872;1520720831315;1520720831315
5873;1520720831490;1520720831490
5874;1520720831666;1520720831667
5875;1520720831848;1520720831848
5876;1520720832021;1520720832021
5877;1520720832193;1520720832193
5878;1520720832366;1520720832366
